,Time (d),COD_meas_Pearson (gCOD/m3),COD_pred_Pearson (gCOD/m3)
659,500.95833330000005,55.434853751000006,55.549023
660,500.9791667,55.41278298,55.517067
661,501.0,55.397491775,55.498413
662,501.02083330000005,55.377717818,55.486355
663,501.0416667,55.34523599800001,55.470078
664,501.0625,55.294758481999985,55.441654
665,501.08333330000005,55.231535671999985,55.396023
666,501.1041667,55.17092649999999,55.338196
667,501.125,55.121907015,55.282665
668,501.14583330000005,55.082158643999996,55.23782
669,501.1666667,55.045625382,55.20141
670,501.1875,55.007167614,55.1677
671,501.20833330000005,54.964132627000005,55.131897
672,501.2291667,54.915404983,55.091454
673,501.25,54.863355483999996,55.045288
674,501.27083330000005,54.81472522200001,54.99561
675,501.2916667,54.786553375000004,54.9487
676,501.3125,54.810651732,54.920105
677,501.33333330000005,54.897559662999996,54.938965
678,501.3541667,55.019257100999994,55.01393
679,501.375,55.14772803299999,55.117393
680,501.39583330000005,55.27478081100001,55.226326
681,501.4166667,55.393940241,55.338955
682,501.4375,55.48633070900001,55.451122
683,501.45833330000005,55.540947081999995,55.5435
684,501.4791667,55.558924239,55.602417
